"Tinggi Badan","Berat Badan (Kg)","","","","","",""
"(cm)","-3 SD","-2 SD","-1 SD","Median","+1 SD","+2 SD","+3 SD"
"65.0","5.9","6.3","6.9","7.4","8.1","8.8","9.6"
"65.5","6.0","6.4","7.0","7.6","8.2","8.9","9.8"
"66.0","6.1","6.5","7.1","7.7","8.3","9.1","9.9"
"66.5","6.1","6.6","7.2","7.8","8.5","9.2","10.1"
"67.0","6.2","6.7","7.3","7.9","8.6","9.4","10.2"
"67.5","6.3","6.8","7.4","8.0","8.7","9.5","10.4"
"68.0","6.4","6.9","7.5","8.1","8.8","9.6","10.5"
"68.5","6.5","7.0","7.6","8.2","9.0","9.8","10.7"
"69.0","6.6","7.1","7.7","8.4","9.1","9.9","10.8"
"69.5","6.7","7.2","7.8","8.5","9.2","10.0","11.0"
"70.0","6.8","7.3","7.9","8.6","9.3","10.2","11.1"
"70.5","6.9","7.4","8.0","8.7","9.5","10.3","11.3"
"71.0","6.9","7.5","8.1","8.8","9.6","10.4","11.4"
"71.5","7.0","7.6","8.2","8.9","9.7","10.6","11.6"
"72.0","7.1","7.7","8.3","9.0","9.8","10.7","11.7"
"72.5","7.2","7.8","8.4","9.1","9.9","10.8","11.8"
"73.0","7.3","7.9","8.5","9.2","10.0","11.0","12.0"
"73.5","7.4","7.9","8.6","9.3","10.2","11.1","12.1"
"74.0","7.4","8.0","8.7","9.4","10.3","11.2","12.2"
"74.5","7.5","8.1","8.8","9.5","10.4","11.3","12.4"
"75.0","7.6","8.2","8.9","9.6","10.5","11.4","12.5"
"75.5","7.7","8.3","9.0","9.7","10.6","11.6","12.6"
"76.0","7.7","8.4","9.1","9.8","10.7","11.7","12.8"
"76.5","7.8","8.5","9.2","9.9","10.8","11.8","12.9"
"77.0","7.9","8.5","9.2","10.0","10.9","11.9","13.0"
"77.5","8.0","8.6","9.3","10.1","11.0","12.0","13.1"
"78.0","8.0","8.7","9.4","10.2","11.1","12.1","13.3"
"78.5","8.1","8.8","9.5","10.3","11.2","12.2","13.4"
"79.0","8.2","8.8","9.6","10.4","11.3","12.3","13.5"
"79.5","8.3","8.9","9.7","10.5","11.4","12.4","13.6"
"80.0","8.3","9.0","9.7","10.6","11.5","12.6","13.7"
"80.5","8.4","9.1","9.8","10.7","11.6","12.7","13.8"
"81.0","8.5","9.2","9.9","10.8","11.7","12.8","14.0"
"81.5","8.6","9.3","10.0","10.9","11.8","12.9","14.1"
"82.0","8.7","9.3","10.1","11.0","11.9","13.0","14.2"
"82.5","8.7","9.4","10.2","11.1","12.1","13.1","14.4"
"83.0","8.8","9.5","10.3","11.2","12.2","13.3","14.5"
"83.5","8.9","9.6","10.4","11.3","12.3","13.4","14.6"
"84.0","9.0","9.7","10.5","11.4","12.4","13.5","14.8"
"84.5","9.1","9.9","10.7","11.5","12.5","13.7","14.9"
"85.0","9.2","10.0","10.8","11.7","12.7","13.8","15.1"
"85.5","9.3","10.1","10.9","11.8","12.8","13.9","15.2"
"86.0","9.4","10.2","11.0","11.9","12.9","14.1","15.4"
"86.5","9.5","10.3","11.1","12.0","13.1","14.2","15.5"
"87.0","9.6","10.4","11.2","12.2","13.2","14.4","15.7"
"87.5","9.7","10.5","11.3","12.3","13.3","14.5","15.8"
"88.0","9.8","10.6","11.5","12.4","13.5","14.7","16.0"
"88.5","9.9","10.7","11.6","12.5","13.6","14.8","16.1"
"89.0","10.0","10.8","11.7","12.6","13.7","14.9","16.3"
"89.5","10.1","10.9","11.8","12.8","13.9","15.1","16.4"
"90.0","10.2","11.0","11.9","12.9","14.0","15.2","16.6"
"90.5","10.3","11.1","12.0","13.0","14.1","15.3","16.7"
"91.0","10.4","11.2","12.1","13.1","14.2","15.5","16.9"
"91.5","10.5","11.3","12.2","13.2","14.4","15.6","17.0"
"92.0","10.6","11.4","12.3","13.4","14.5","15.8","17.2"
"92.5","10.7","11.5","12.4","13.5","14.6","15.9","17.3"
"93.0","10.8","11.6","12.6","13.6","14.7","16.0","17.5"
"93.5","10.9","11.7","12.7","13.7","14.9","16.2","17.6"
"94.0","11.0","11.8","12.8","13.8","15.0","16.3","17.8"
"94.5","11.1","11.9","12.9","13.9","15.1","16.5","17.9"
"95.0","11.1","12.0","13.0","14.1","15.3","16.6","18.1"
"95.5","11.2","12.1","13.1","14.2","15.4","16.7","18.3"
"96.0","11.3","12.2","13.2","14.3","15.5","16.9","18.4"
"96.5","11.4","12.3","13.3","14.4","15.7","17.0","18.6"
"97.0","11.5","12.4","13.4","14.6","15.8","17.2","18.8"
"97.5","11.6","12.5","13.6","14.7","15.9","17.4","18.9"
"98.0","11.7","12.6","13.7","14.8","16.1","17.5","19.1"
"98.5","11.8","12.8","13.8","14.9","16.2","17.7","19.3"
"99.0","11.9","12.9","13.9","15.1","16.4","17.9","19.5"
"99.5","12.0","13.0","14.0","15.2","16.5","18.0","19.7"
"100.0","12.1","13.1","14.2","15.4","16.7","18.2","19.9"
"100.5","12.2","13.2","14.3","15.5","16.9","18.4","20.1"
"101.0","12.3","13.3","14.4","15.6","17.0","18.5","20.3"
"101.5","12.4","13.4","14.5","15.8","17.2","18.7","20.5"
"102.0","12.5","13.6","14.7","15.9","17.3","18.9","20.7"
"102.5","12.6","13.7","14.8","16.1","17.5","19.1","20.9"
"103.0","12.8","13.8","14.9","16.2","17.7","19.3","21.1"
"103.5","12.9","13.9","15.1","16.4","17.8","19.5","21.3"
"104.0","13.0","14.0","15.2","16.5","18.0","19.7","21.6"
"104.5","13.1","14.2","15.4","16.7","18.2","19.9","21.8"
"105.0","13.2","14.3","15.5","16.8","18.4","20.1","22.0"
"105.5","13.3","14.4","15.6","17.0","18.5","20.3","22.2"
"106.0","13.4","14.5","15.8","17.2","18.7","20.5","22.5"
"106.5","13.5","14.7","15.9","17.3","18.9","20.7","22.7"
"107.0","13.7","14.8","16.1","17.5","19.1","20.9","22.9"
"107.5","13.8","14.9","16.2","17.7","19.3","21.1","23.2"
"108.0","13.9","15.1","16.4","17.8","19.5","21.3","23.4"
"108.5","14.0","15.2","16.5","18.0","19.7","21.5","23.7"
"109.0","14.1","15.3","16.7","18.2","19.8","21.8","23.9"
"109.5","14.3","15.5","16.8","18.3","20.0","22.0","24.2"
"110.0","14.4","15.6","17.0","18.5","20.2","22.2","24.4"
"110.5","14.5","15.8","17.1","18.7","20.4","22.4","24.7"
"111.0","14.6","15.9","17.3","18.9","20.7","22.7","25.0"
"111.5","14.8","16.0","17.5","19.1","20.9","22.9","25.2"
"112.0","14.9","16.2","17.6","19.2","21.1","23.1","25.5"
"112.5","15.0","16.3","17.8","19.4","21.3","23.4","25.8"
"113.0","15.2","16.5","18.0","19.6","21.5","23.6","26.0"
"113.5","15.3","16.6","18.1","19.8","21.7","23.9","26.3"
"114.0","15.4","16.8","18.3","20.0","21.9","24.1","26.6"
"114.5","15.6","16.9","18.5","20.2","22.1","24.4","26.9"
"115.0","15.7","17.1","18.6","20.4","22.4","24.6","27.2"
"115.5","15.8","17.2","18.8","20.6","22.6","24.9","27.5"
"116.0","16.0","17.4","19.0","20.8","22.8","25.1","27.8"
"116.5","16.1","17.5","19.2","21.0","23.0","25.4","28.0"
"117.0","16.2","17.7","19.3","21.2","23.3","25.6","28.3"
"117.5","16.4","17.9","19.5","21.4","23.5","25.9","28.6"
"118.0","16.5","18.0","19.7","21.6","23.7","26.1","28.9"
"118.5","16.7","18.2","19.9","21.8","23.9","26.4","29.2"
"119.0","16.8","18.3","20.0","22.0","24.1","26.6","29.5"
"119.5","16.9","18.5","20.2","22.2","24.4","26.9","29.8"
"120.0","17.1","18.6","20.4","22.4","24.6","27.2","30.1"
