"Panjang","Berat Badan (Kg)","","","","","",""
"Badan (cm)","-3 SD","-2 SD","-1 SD","Median","+1 SD","+2 SD","+3 SD"
"45.0","1.9","2.0","2.2","2.4","2.7","3.0","3.3"
"45.5","1.9","2.1","2.3","2.5","2.8","3.1","3.4"
"46.0","2.0","2.2","2.4","2.6","2.9","3.1","3.5"
"46.5","2.1","2.3","2.5","2.7","3.0","3.2","3.6"
"47.0","2.1","2.3","2.5","2.8","3.0","3.3","3.7"
"47.5","2.2","2.4","2.6","2.9","3.1","3.4","3.8"
"48.0","2.3","2.5","2.7","2.9","3.2","3.6","3.9"
"48.5","2.3","2.6","2.8","3.0","3.3","3.7","4.0"
"49.0","2.4","2.6","2.9","3.1","3.4","3.8","4.2"
"49.5","2.5","2.7","3.0","3.2","3.5","3.9","4.3"
"50.0","2.6","2.8","3.0","3.3","3.6","4.0","4.4"
"50.5","2.7","2.9","3.1","3.4","3.8","4.1","4.5"
"51.0","2.7","3.0","3.2","3.5","3.9","4.2","4.7"
"51.5","2.8","3.1","3.3","3.6","4.0","4.4","4.8"
"52.0","2.9","3.2","3.5","3.8","4.1","4.5","5.0"
"52.5","3.0","3.3","3.6","3.9","4.2","4.6","5.1"
"53.0","3.1","3.4","3.7","4.0","4.4","4.8","5.3"
"53.5","3.2","3.5","3.8","4.1","4.5","4.9","5.4"
"54.0","3.3","3.6","3.9","4.3","4.7","5.1","5.6"
"54.5","3.4","3.7","4.0","4.4","4.8","5.3","5.8"
"55.0","3.6","3.8","4.2","4.5","5.0","5.4","6.0"
"55.5","3.7","4.0","4.3","4.7","5.1","5.6","6.1"
"56.0","3.8","4.1","4.4","4.8","5.3","5.8","6.3"
"56.5","3.9","4.2","4.6","5.0","5.4","5.9","6.5"
"57.0","4.0","4.3","4.7","5.1","5.6","6.1","6.7"
"57.5","4.1","4.5","4.9","5.3","5.7","6.3","6.9"
"58.0","4.3","4.6","5.0","5.4","5.9","6.4","7.1"
"58.5","4.4","4.7","5.1","5.6","6.1","6.6","7.2"
"59.0","4.5","4.8","5.3","5.7","6.2","6.8","7.4"
"59.5","4.6","5.0","5.4","5.9","6.4","7.0","7.6"
"60.0","4.7","5.1","5.5","6.0","6.5","7.1","7.8"
"60.5","4.8","5.2","5.6","6.1","6.7","7.3","8.0"
"61.0","4.9","5.3","5.8","6.3","6.8","7.4","8.1"
"61.5","5.0","5.4","5.9","6.4","7.0","7.6","8.3"
"62.0","5.1","5.6","6.0","6.5","7.1","7.7","8.5"
"62.5","5.2","5.7","6.1","6.7","7.2","7.9","8.6"
"63.0","5.3","5.8","6.2","6.8","7.4","8.0","8.8"
"63.5","5.4","5.9","6.4","6.9","7.5","8.2","8.9"
"64.0","5.5","6.0","6.5","7.0","7.6","8.3","9.1"
"64.5","5.6","6.1","6.6","7.1","7.8","8.5","9.3"
"65.0","5.7","6.2","6.7","7.3","7.9","8.6","9.4"
"65.5","5.8","6.3","6.8","7.4","8.0","8.7","9.6"
"66.0","5.9","6.4","6.9","7.5","8.2","8.9","9.7"
"66.5","6.0","6.5","7.0","7.6","8.3","9.0","9.9"
"67.0","6.1","6.6","7.1","7.7","8.4","9.2","10.0"
"67.5","6.2","6.7","7.2","7.9","8.5","9.3","10.2"
"68.0","6.3","6.8","7.3","8.0","8.7","9.4","10.3"
"68.5","6.4","6.9","7.5","8.1","8.8","9.6","10.5"
"69.0","6.5","7.0","7.6","8.2","8.9","9.7","10.6"
"69.5","6.6","7.1","7.7","8.3","9.0","9.8","10.8"
"70.0","6.6","7.2","7.8","8.4","9.2","10.0","10.9"
"70.5","6.7","7.3","7.9","8.5","9.3","10.1","11.1"
"71.0","6.8","7.4","8.0","8.6","9.4","10.2","11.2"
"71.5","6.9","7.5","8.1","8.8","9.5","10.4","11.3"
"72.0","7.0","7.6","8.2","8.9","9.6","10.5","11.5"
"72.5","7.1","7.6","8.3","9.0","9.8","10.6","11.6"
"73.0","7.2","7.7","8.4","9.1","9.9","10.8","11.8"
"73.5","7.2","7.8","8.5","9.2","10.0","10.9","11.9"
"74.0","7.3","7.9","8.6","9.3","10.1","11.0","12.1"
