"Panjang","Berat Badan (Kg)","","","","","",""
"Badan (cm)","-3 SD","-2 SD","-1 SD","Median","+1 SD","+2 SD","+3 SD"
"45.0","1.9","2.0","2.2","2.4","2.7","3.0","3.3"
"45.5","1.9","2.1","2.3","2.5","2.8","3.1","3.4"
"46.0","2.0","2.2","2.4","2.6","2.9","3.1","3.5"
"46.5","2.1","2.3","2.5","2.7","3.0","3.2","3.6"
"47.0","2.1","2.3","2.5","2.8","3.0","3.3","3.7"
"47.5","2.2","2.4","2.6","2.9","3.1","3.4","3.8"
"48.0","2.3","2.5","2.7","2.9","3.2","3.6","3.9"
"48.5","2.3","2.6","2.8","3.0","3.3","3.7","4.0"
"49.0","2.4","2.6","2.9","3.1","3.4","3.8","4.2"
"49.5","2.5","2.7","3.0","3.2","3.5","3.9","4.3"
"50.0","2.6","2.8","3.0","3.3","3.6","4.0","4.4"
"50.5","2.7","2.9","3.1","3.4","3.8","4.1","4.5"
"51.0","2.7","3.0","3.2","3.5","3.9","4.2","4.7"
"51.5","2.8","3.1","3.3","3.6","4.0","4.4","4.8"
"52.0","2.9","3.2","3.5","3.8","4.1","4.5","5.0"
