"Panjang","Berat Badan (Kg)","","","","","",""
"Badan (cm)","-3 SD","-2 SD","-1 SD","Median","+1 SD","+2 SD","+3 SD"
"45.0","1.9","2.1","2.3","2.5","2.7","3.0","3.3"
"45.5","2.0","2.1","2.3","2.5","2.8","3.1","3.4"
"46.0","2.0","2.2","2.4","2.6","2.9","3.2","3.5"
"46.5","2.1","2.3","2.5","2.7","3.0","3.3","3.6"
"47.0","2.2","2.4","2.6","2.8","3.1","3.4","3.7"
"47.5","2.2","2.4","2.6","2.9","3.2","3.5","3.8"
"48.0","2.3","2.5","2.7","3.0","3.3","3.6","4.0"
"48.5","2.4","2.6","2.8","3.1","3.4","3.7","4.1"
"49.0","2.4","2.6","2.9","3.2","3.5","3.8","4.2"
"49.5","2.5","2.7","3.0","3.3","3.6","3.9","4.3"
"50.0","2.6","2.8","3.1","3.4","3.7","4.0","4.5"
"50.5","2.7","2.9","3.2","3.5","3.8","4.2","4.6"
"51.0","2.8","3.0","3.3","3.6","3.9","4.3","4.8"
"51.5","2.8","3.1","3.4","3.7","4.0","4.4","4.9"
"52.0","2.9","3.2","3.5","3.8","4.2","4.6","5.1"
"52.5","3.0","3.3","3.6","3.9","4.3","4.7","5.2"
"53.0","3.1","3.4","3.7","4.0","4.4","4.9","5.4"
"53.5","3.2","3.5","3.8","4.2","4.6","5.0","5.5"
"54.0","3.3","3.6","3.9","4.3","4.7","5.2","5.7"
"54.5","3.4","3.7","4.0","4.4","4.8","5.3","5.9"
"55.0","3.5","3.8","4.2","4.5","5.0","5.5","6.1"
"55.5","3.6","3.9","4.3","4.7","5.1","5.7","6.3"
"56.0","3.7","4.0","4.4","4.8","5.3","5.8","6.4"
"56.5","3.8","4.1","4.5","5.0","5.4","6.0","6.6"
"57.0","3.9","4.3","4.6","5.1","5.6","6.1","6.8"
"57.5","4.0","4.4","4.8","5.2","5.7","6.3","7.0"
"58.0","4.1","4.5","4.9","5.4","5.9","6.5","7.1"
"58.5","4.2","4.6","5.0","5.5","6.0","6.6","7.3"
"59.0","4.3","4.7","5.1","5.6","6.2","6.8","7.5"
"59.5","4.4","4.8","5.3","5.7","6.3","6.9","7.7"
"60.0","4.5","4.9","5.4","5.9","6.4","7.1","7.8"
"60.5","4.6","5.0","5.5","6.0","6.6","7.3","8.0"
"61.0","4.7","5.1","5.6","6.1","6.7","7.4","8.2"
"61.5","4.8","5.2","5.7","6.3","6.9","7.6","8.4"
"62.0","4.9","5.3","5.8","6.4","7.0","7.7","8.5"
"62.5","5.0","5.4","5.9","6.5","7.1","7.8","8.7"
"63.0","5.1","5.5","6.0","6.6","7.3","8.0","8.8"
"63.5","5.2","5.6","6.2","6.7","7.4","8.1","9.0"
"64.0","5.3","5.7","6.3","6.9","7.5","8.3","9.1"
"64.5","5.4","5.8","6.4","7.0","7.6","8.4","9.3"
"65.0","5.5","5.9","6.5","7.1","7.8","8.6","9.5"
"65.5","5.5","6.0","6.6","7.2","7.9","8.7","9.6"
"66.0","5.6","6.1","6.7","7.3","8.0","8.8","9.8"
"66.5","5.7","6.2","6.8","7.4","8.1","9.0","9.9"
"67.0","5.8","6.3","6.9","7.5","8.3","9.1","10.0"
"67.5","5.9","6.4","7.0","7.6","8.4","9.2","10.2"
"68.0","6.0","6.5","7.1","7.7","8.5","9.4","10.3"
"68.5","6.1","6.6","7.2","7.9","8.6","9.5","10.5"
"69.0","6.1","6.7","7.3","8.0","8.7","9.6","10.6"
"69.5","6.2","6.8","7.4","8.1","8.8","9.7","10.7"
"70.0","6.3","6.9","7.5","8.2","9.0","9.9","10.9"
"70.5","6.4","6.9","7.6","8.3","9.1","10.0","11.0"
"71.0","6.5","7.0","7.7","8.4","9.2","10.1","11.1"
"71.5","6.5","7.1","7.7","8.5","9.3","10.2","11.3"
"72.0","6.6","7.2","7.8","8.6","9.4","10.3","11.4"
"72.5","6.7","7.3","7.9","8.7","9.5","10.5","11.5"
"73.0","6.8","7.4","8.0","8.8","9.6","10.6","11.7"
"73.5","6.9","7.4","8.1","8.9","9.7","10.7","11.8"
"74.0","6.9","7.5","8.2","9.0","9.8","10.8","11.9"
